temperature,metric,replicate_mean,parent_block_mean,relative_protocol_shift,ci95_overlap,replicate_ci95_low,replicate_ci95_high,parent_block_ci95_low,parent_block_ci95_high,interpretation,thermodynamic_claim_allowed
0.7,diffusion,0.003057076747017197,0.0029621420409837785,0.03204934291465955,False,0.003019134925121103,0.0030950185689132908,0.002911893576900079,0.003012390505067478,statistical_and_protocol_uncertainty_must_be_reported_separately,False
0.7,alpha_relaxation_time,4.395516617624764,4.483054305026452,-0.019526349993918113,False,4.371045111783212,4.419988123466317,4.4500367998132795,4.516071810239625,statistical_and_protocol_uncertainty_must_be_reported_separately,False
0.7,diffusion_alpha_product,0.013436747278300123,0.013280186162229906,0.011789075405847171,True,0.01331105488321519,0.013562439673385057,0.013018685022250258,0.013541687302209554,statistical_and_protocol_uncertainty_must_be_reported_separately,False
0.7,ngp_peak,0.3159589183308948,0.3207582165159663,-0.01496235462711093,True,0.3118466560132733,0.32007118064851625,0.31653666757476445,0.32497976545716817,statistical_and_protocol_uncertainty_must_be_reported_separately,False
0.7,overlap_chi4_peak,2.673000107192105,2.8819388175612124,-0.07249935671636432,True,2.437964105752588,2.908036108631622,2.6143711614825667,3.149506473639858,statistical_and_protocol_uncertainty_must_be_reported_separately,False
0.58,diffusion,0.0009511336796820766,0.0009090007941002448,0.046350768729015446,False,0.0009311658652320503,0.000971101494132103,0.0008881031940453676,0.0009298983941551221,statistical_and_protocol_uncertainty_must_be_reported_separately,False
0.58,alpha_relaxation_time,16.820378786626502,17.191143371103347,-0.021567185874330153,True,16.42801465788153,17.212742915371475,16.900270836897228,17.482015905309467,statistical_and_protocol_uncertainty_must_be_reported_separately,False
0.58,diffusion_alpha_product,0.015994735713949312,0.015614834643348055,0.02432949687130348,True,0.015623872082351936,0.016365599345546687,0.015416367562877818,0.015813301723818292,statistical_and_protocol_uncertainty_must_be_reported_separately,False
0.58,ngp_peak,0.546223208873025,0.5523158444384766,-0.011031071490708033,True,0.5344411326609287,0.5580052850851213,0.5454767378438672,0.559154951033086,statistical_and_protocol_uncertainty_must_be_reported_separately,False
0.58,overlap_chi4_peak,5.259746374637116,5.5428461850117445,-0.05107480902864503,True,4.412096092727456,6.107396656546776,4.956810002299538,6.128882367723951,statistical_and_protocol_uncertainty_must_be_reported_separately,False
