temperature,cage_variance,jump_variance,jump_to_cage_variance,renewal_rate,renewal_delay,lambda_tau_delay,diffusion_coefficient,tau_alpha,stokes_einstein_product,normalized_stokes_einstein_product,predicted_ngp_peak_time,predicted_ngp_peak,fractional_stokes_einstein_exponent,apparent_alpha_activation_energy,local_fragility_index,barrier_gap,relative_gap,cold_product_ratio_vs_reference_gap
1.0,1.0,0.8,0.8,0.18,3.0,0.54,0.072,18.968638651492036,1.3657419829074264,1.0,11.30678245091849,0.2,0.9897331697443525,1.9702279964039773,0.8556591469295471,0.0,0.0,1.0
0.9776470588235294,0.9954376354983197,0.8009150837327979,0.8045858978718008,0.1719543117869922,3.1403690572698357,0.54,0.06886040101154724,19.842663641801295,1.3663737755116854,1.0004626002657646,11.792395172410195,0.2011464744679502,0.9897294938450614,1.9702353139751665,0.8752262047819317,0.0,0.0,1.0
0.9552941176470588,0.9906840588655226,0.8018741129470076,0.8094145714480055,0.16391709664947227,3.2943482469968366,0.54,0.06572043823632225,20.800773315018716,1.3670359379174275,1.000947437382899,12.323158815453219,0.2023536428620014,0.9897217968346119,1.9702506363893804,0.895712601536621,0.0,0.0,1.0
0.9329411764705883,0.9857270501126671,0.802880330406416,0.814505729871822,0.1558975357648734,3.46381357056493,0.5399999999999999,0.0625835325122238,21.854482455683296,1.3677307133030803,1.0014561538127575,12.905085036691165,0.2036264324679555,0.9897137285579518,1.970266698138282,0.9171810361252414,0.0,0.0,1.0
0.9105882352941177,0.9805533312882148,0.8039373058913298,0.8198812652394406,0.14790562803232304,3.650976688202759,0.5399999999999999,0.05945342606323547,23.017354287169113,1.3684605712835047,1.0019905578140689,13.545229012139156,0.20497031630986015,0.9897052614945707,1.970283554045409,0.9397038553109187,0.0,0.0,1.0
0.888235294117647,0.9751484502437452,0.805048978477096,0.8255655621212015,0.13995224002819168,3.8584591421418013,0.5399999999999999,0.05633420393513853,24.305451068250747,1.3692282372143683,1.0025526448996758,14.251913948761665,0.20639139053030037,0.9896963653356181,1.9703012644909705,0.9633606911617402,0.0,0.0,1.0
0.8658823529411764,0.9694966488610461,0.806219705544279,0.8315858610665823,0.13204915533846104,4.089386248748824,0.54,0.05323031556717241,25.737903515494132,1.3700367261671886,1.0031446227131566,15.035013602333684,0.20789646526664557,0.989687006621633,1.9703198961339368,0.9882394017715807,0.0,0.0,1.0
0.8435294117647059,0.963580713287588,0.8074543198047232,0.8379726873629654,0.12420912211602214,4.347506775674599,0.54,0.050146596105867226,27.33763583021412,1.3708893824670316,1.0037689399784337,15.906310414396039,0.20949317184074134,0.9896771483224001,1.970339522749903,1.014437161611219,0.0,0.0,1.0
0.8211764705882353,0.9573818032806474,0.8087581959154958,0.844760359079455,0.1164458973757381,4.637346717828728,0.5399999999999999,0.047088286941681455,29.13229626687989,1.3717899258849158,1.0044283203219793,16.879953068710833,0.21119008976986375,0.9896667493476343,1.9703602262065587,1.042061730032491,0.0,0.0,1.0
0.7988235294117647,0.950879257221584,0.8101373286150877,0.8519875919706816,0.10877428612923469,4.964408586036834,0.54,0.04406105479337569,31.1554617170762,1.372742505829013,1.0051258019517593,17.973045941033973,0.2129968979926704,0.9896557639750085,1.9703820976041442,1.0712329328363315,0.0,0.0,1.0
